Cod_cliente,Ultima_Compra,Total_transacoes,Valor_total_gasto,Avg_transacao,Dia_fav_compra,UK,Gastos_medios_mensais,Desvio_padrao_gastos_mensais,Tendencia_gastos,Cluster
12347,-1.020355565722129,0.7265736203329659,1.476624587840063,-0.0300050524402478,1,0,0.0396944902935981,1.2695182908282514,0.0660196711367157,2
12348,-0.3631868753268648,-0.4639102632477307,0.0561286777837736,0.2811072952794341,3,0,-0.2348269973907385,0.553194626716469,-0.5717520990753493,1
12349,-0.8763185924848108,-0.1182859099501091,0.0661713795525406,-0.0662225304827421,0,0,0.9410132495636369,-0.5112820152892367,0.038866897322405,0
12350,1.7523561690962457,-0.5483962162760383,-0.508972321202821,-0.0855946699008204,2,0,-0.3043234557512139,-0.5112820152892367,0.038866897322405,0
12352,-0.7142769975928278,-0.0798832040281512,0.030663432038254,-0.0898060045569244,1,0,-0.2486117285784002,0.1154826063579878,0.0226335982032307,0
12353,0.7981112213990128,-0.6405627104887374,-0.6105366217101944,-0.0450605738358195,3,0,-0.5242367595139877,-0.5112820152892367,0.038866897322405,1
12354,1.0501759245643196,-0.2258134865315914,-0.1208127501303376,-0.0833837192063658,3,0,0.5361436496712664,-0.5112820152892367,0.038866897322405,1
12355,0.8881343296723366,-0.571437839829213,-0.4273846406589233,0.0927553527851834,0,0,-0.1276647648025397,-0.5112820152892367,0.038866897322405,0
12356,-0.8403093491754813,-0.2258134865315914,0.5754169579679917,0.1722442944191461,1,0,0.268204164007557,4.665346796878599,-5.678710475325317,2
12357,-0.741283930074825,0.3348660199289947,2.414966974129387,0.2196218093003159,6,0,6.026770710467372,-0.5112820152892367,0.038866897322405,2
12358,-1.029357876549461,-0.5407156750916466,-0.1956459596667831,0.2954258331101878,1,0,-0.1227076148686466,-0.0743767663657771,0.7551415497322053,0
12359,-0.5252284702188478,1.233489338502811,2.4965101523020787,-0.0087378124269226,3,0,1.0861892204677912,4.740947762993302,3.8269151152712273,2
12360,-0.5702400243555097,0.2964633140070368,0.4837569074078565,-0.0869633536640542,1,0,0.2020481608941111,0.9024412975776642,0.0394721657459385,0
12361,1.5453030200676008,-0.6021600045667794,-0.56806158074825,-0.0747504831613526,4,0,-0.4322671743473749,-0.5112820152892367,0.038866897322405,1
12362,-1.0113532548947963,1.2949336679779435,1.6878773439538175,-0.0845418362367944,3,0,0.0144691969764151,1.5204306400799723,0.3361163817927544,2
12363,-0.0571083071975637,-0.4946324279852971,-0.3815966453961055,-0.0266359847153646,0,0,-0.3240235764388236,-0.3407139698247798,-0.240767114350172,0
12364,-0.975344011585467,-0.0491610392905848,-0.0571743593060975,-0.1223385647753277,4,0,-0.2961596829119191,0.592514800617383,-0.3524633492290839,1
12365,1.5813122633769303,-0.5099935103540804,-0.4959726841028266,-0.1185483635848341,0,0,-0.2761758376600585,-0.5112820152892367,0.038866897322405,0
12367,-1.0023509440674645,-0.5944794633823878,-0.5799288797364532,-0.1204434641800809,0,0,-0.4579629839399093,-0.5112820152892367,0.038866897322405,0
12370,-0.5792423351828421,0.6036849613827004,1.0393591224959768,-0.062011195826638,1,0,0.6030562516227148,2.27827962181704,-3.0139254504546,2
12371,-0.507223848564183,-0.195091321794025,0.1009870679591821,-0.0198978492655982,1,0,1.0163983309557347,-0.5112820152892367,0.038866897322405,0
12372,-0.3991961186361943,-0.2949383571911158,-0.0631376770476696,-0.022319366692858,2,0,-0.1926751630716518,-0.1439866029560528,0.0083008419339523,0
12373,1.7613584799235782,-0.571437839829213,-0.4940393033093319,-0.0164234981743124,1,0,-0.2719895620139414,-0.5112820152892367,0.038866897322405,0
12374,-0.8133024166934841,-0.4255075573257728,-0.3465238321780529,-0.0743293496957422,0,0,0.0474200578085918,-0.5112820152892367,0.038866897322405,0
12375,-0.94833707910347,-0.5560767574604298,-0.467881798456167,-0.0143178308462604,4,0,-0.4174385508950165,-0.4998369732775524,0.0201035761928598,1
12377,1.7973677232329075,-0.0875637452125427,0.1109555991092729,-0.0648538467195082,0,0,0.209228712130247,1.168259440180259,-2.714620215017177,0
12378,0.1229379093490839,1.010753644155455,1.3276009807957,-0.0866475035648464,1,0,3.672338623614754,-0.5112820152892367,0.038866897322405,2
12379,-0.3091730103628705,-0.3794243102194232,-0.2702220443918174,-0.0640115797882875,0,0,-0.2034459899258558,-0.3176762078399703,-0.2785358639786754,0
12380,-0.8493116600028137,0.0967692432128554,0.54593660939813,-0.0236880504560918,4,0,0.0303136079017284,0.5802098391397694,0.5390425644779621,1
12381,-1.0023509440674645,-0.0414804981061932,0.0747059454082235,-0.089911287923327,4,0,-0.0931859847367793,1.991895640473212,-2.7506034227962566,1
12383,0.6180650048523652,0.0506859961065058,0.150730829551401,-0.0968599901058986,2,0,-0.2707989895028206,0.7410214440949398,-0.8306254038207197,0
12384,-0.786295484211487,-0.4792713456165139,-0.4442609287617307,-0.1002290578307817,2,0,-0.3918658670567796,-0.5108759008952739,0.038201102056518,0
12386,1.99541856143422,-0.5944794633823878,-0.4558167111514937,0.1438177854904442,2,0,-0.4043765143521448,-0.0833851220136835,-0.6626392055531724,0
12388,-0.903325524966808,0.0967692432128554,0.7204106280642777,0.0134769778840258,3,0,-0.1233357346586863,1.1968479711786433,0.3972376842049537,1
12390,-0.3271776320175353,-0.4331880985101644,-0.404915887907925,-0.1078094602117689,2,0,-0.0790140319740079,-0.5112820152892367,0.038866897322405,0
12391,-0.8493116600028137,0.0967692432128554,-0.4266478791800723,-0.2307804321700053,4,0,-0.1260694832903365,-0.5112820152892367,0.038866897322405,1
12393,-0.390193807808862,-0.1797302394252418,0.1280049519889916,-0.0189502989679748,2,0,-0.0547172164592892,0.0582219963103008,-0.3182414725624875,0
12394,-0.4712146052548535,-0.4792713456165139,-0.1202787216758685,0.1757186455104319,4,0,-0.0411127128250195,0.8854561440205754,2.3287183972351606,1
12395,-0.8673162816574784,0.4347130553260854,0.6719376564053788,-0.0831731524735606,4,0,-0.2605027321320287,0.5414735281716584,0.0836517167603706,1
12397,-0.7232793084201602,0.2811022316382536,0.4406588332490315,-0.0912799716865608,2,0,0.5661756271325408,-0.4938560158391886,0.0102982277316134,0
12398,-0.6332562001468364,-0.02611941573741,0.0553474139337169,-0.0993867908995609,1,0,0.9175765298977796,-0.5112820152892367,0.038866897322405,0
12399,0.03291480107576,-0.2488551100847662,-0.1434347888266002,-0.081488618611119,1,0,-0.3428537869058527,0.2385829340999238,-0.3068079520419356,0
12401,1.6893399933049191,-0.6405627104887374,-0.6202776962963447,-0.0969652734723011,2,0,-0.5453287365545264,-0.5112820152892367,0.038866897322405,0
12402,1.8693862098515668,-0.5944794633823878,-0.5578260353709247,-0.0733817993981188,3,0,-0.4101045385738139,-0.5112820152892367,0.038866897322405,1
12403,-0.5972469568375068,-0.6405627104887374,-0.4608603132214801,0.7516186597326521,4,0,-0.2001483610281472,-0.5112820152892367,0.038866897322405,1
12405,0.2939818150683992,-0.2642161924535494,0.0329627212172184,-0.0031577940075848,3,0,0.8691078090538615,-0.5112820152892367,0.038866897322405,1
12406,-0.8403093491754813,0.1351719491348133,1.0342215709756672,0.0631707268260528,3,0,1.208784998692506,0.1266867781362637,1.084770733188667,1
12407,-0.5972469568375068,-0.1182859099501091,0.0906822966710922,-0.0589579782009627,2,0,-0.2161225893248395,0.9364257794580064,0.469890647089235,0
12408,-0.7502862409021573,0.104449784397247,0.640251968106876,-0.0063162949996628,4,0,0.0813679695858953,-0.0727567569407329,-0.1192110568518957,1
12410,1.734351547441581,-0.4792713456165139,-0.3908284150673453,-0.0547466435448587,4,0,-0.0485109646702034,-0.5112820152892367,0.038866897322405,1
12412,-0.3721891861541972,-0.2258134865315914,-0.0894237443065399,-0.0719078322684824,0,0,-0.2116472358208064,-0.0497399145172724,-0.4827534300789517,0
12413,-0.4442076727728563,-0.3947853925882064,-0.3152881122995195,-0.0786459677182488,3,0,-0.3746657345107769,0.4090325008777744,-0.7148436070829551,1
12414,0.9151412621543338,-0.5560767574604298,-0.4357856994009888,0.0311645834396625,2,0,-0.4616353433941756,-0.2591135880287417,0.0754553735250182,0
12417,-1.0113532548947963,0.7342541615173575,0.940667697285331,-0.0937014891138206,3,0,-0.1877688694275772,0.4054871444118668,0.2167307880389641,1
12418,-0.0301013747155666,-0.4101464749569896,-0.3239512405609079,-0.0723289657340928,4,0,0.0962956289710583,-0.5112820152892367,0.038866897322405,1
12420,-0.4712146052548535,-0.4485491808789476,-0.3576692038111406,-0.0613794956282225,4,0,0.0232874099662698,-0.5112820152892367,0.038866897322405,1
12421,-0.903325524966808,-0.3563826866662485,-0.3385579077322215,-0.1151792958599509,6,0,-0.4484769475653321,-0.3827759305862626,0.0724592948285263,1
12422,-0.1831406587802171,-0.3794243102194232,-0.3165440681091043,-0.089911287923327,4,0,-0.3755722255714025,-0.1176245830126158,-0.2359249669619022,1
12423,-1.0383601873767938,0.2273384433475124,0.153574036600658,-0.132235201217172,0,0,-0.4008018525072667,-0.0941010397245682,-0.0170130687650511,0
12424,0.4200141666510526,-0.440868639694556,0.2161987623029893,0.3386972967016562,3,0,1.2658618157499233,-0.5112820152892367,0.038866897322405,1
12425,-0.3361799428448677,-0.3947853925882064,-0.2702418232234644,-0.0520092760183911,3,0,0.212590580551937,-0.5112820152892367,0.038866897322405,1
12426,0.708088113125689,-0.4485491808789476,-0.4020034549479034,-0.0939120558466258,6,0,-0.0727078520365066,-0.5112820152892367,0.038866897322405,1
12427,-0.8493116600028137,-0.4562297220633391,-0.30851386246042,-0.0162129314415072,0,0,-0.3697763929633085,-0.37746368397096,-0.0996790448244626,0
12428,-0.8133024166934841,1.533030444694083,2.5126694577576827,-0.0443235902710013,1,0,0.7520441245026726,9.96355500264969,-5.313606509565544,2
12429,-0.9573393899308024,0.0506859961065058,1.020920306693056,0.1002304717997679,0,0,0.2874296259901935,1.187569208318403,-0.0304484425406761,0
12430,-0.6512608218015011,-0.5944794633823878,-0.5475410429144818,-0.0514828591863781,3,0,-0.3878348369269508,-0.5112820152892367,0.038866897322405,1
12431,-0.7232793084201602,1.1182812207369373,2.501390579010978,0.0090550764951166,3,0,0.234652842069277,0.7823507554768669,0.0986436391651831,2
12432,-0.6602631326288335,0.1505330315035965,1.501011887260821,0.1496083706425872,0,0,1.7141466272663466,7.884210092636628,-13.724937053834305,2
12434,-0.2821660778808734,-0.2872578160067242,-0.2559318385268559,-0.1095992774406131,4,0,-0.187974971233684,0.3513049574881594,1.45301604206658,1
12435,-0.3271776320175353,-0.3947853925882064,3.21710738098952,2.0105971551749384,3,0,3.572044666798893,-0.0383802632645123,-0.7364214263819303,2
12436,-0.1471314154708876,-0.5560767574604298,-0.4424116080027357,0.0217943638298312,3,0,-0.1602020836990864,-0.5112820152892367,0.038866897322405,1
12437,-1.029357876549461,0.7419347027017491,1.544569819255439,-0.0248461674865204,2,0,-0.1433595511699131,1.448094739780147,0.2333183657016275,2
12438,-0.9123278357941405,0.066047078475289,0.5652407490856074,-0.0087378124269226,4,0,0.701051861025021,2.910084075887535,5.647949905051708,1
12441,2.256485575426859,-0.5944794633823878,-0.577629590557489,-0.1154951459591587,2,0,-0.4529844208313557,-0.5112820152892367,0.038866897322405,0
12442,-1.0113532548947963,-0.5867989221979962,-0.5833110599480913,-0.1413948540941982,1,0,-0.4652862896737816,-0.5112820152892367,0.038866897322405,0
12444,-0.8493116600028137,0.64976820848905,1.3655961163895975,-0.0292680688754296,1,0,0.2553012987296613,2.597079775028163,-1.332175030297699,2
12445,-0.8403093491754813,-0.6482432516731289,-0.6162724828878259,-0.0076849787628966,3,0,-0.536656400817046,-0.5112820152892367,0.038866897322405,1
12446,-0.5252284702188478,-0.233494027715983,-0.1589315034220291,-0.0942279059458336,3,0,0.4536065679425796,-0.5112820152892367,0.038866897322405,1
12447,1.1492013436649755,-0.4792713456165139,-0.4411853204406213,-0.0975969736707167,6,0,-0.1575468500411912,-0.5112820152892367,0.038866897322405,1
12448,-0.6422585109741688,-0.5099935103540804,-0.4738401714898274,-0.0961230065410804,2,0,-0.2282531527699818,-0.5112820152892367,0.038866897322405,0
12449,-0.8403093491754813,0.7649763262549238,1.1237158394704554,-0.0768561504894046,3,0,0.3430744369921933,0.7056119436490013,0.9940349438167276,1
12450,0.3660003016870583,-0.609840545751171,-0.5566986419670453,-0.0188450156015722,6,0,-0.5135944117077463,-0.4895733549573968,0.0032771140186225,1
12451,-0.94833707910347,2.039946162863928,3.7934773693069954,-0.0110540464877798,2,0,1.788257624766148,3.493882894204165,-3.0860492358028764,2
12452,-0.8943232141394756,-0.5176740515384719,-0.4821868384448638,-0.0958071564418726,2,0,-0.2463258721833976,-0.5112820152892367,0.038866897322405,0
12453,0.1679494634857458,-0.3410216042974653,-0.3049091703927533,-0.1062302097157299,3,0,0.1375266967797458,-0.5112820152892367,0.038866897322405,1
12454,-0.5342307810461802,-0.5560767574604298,1.0901165492101048,2.1971592804403453,4,0,3.158122647318819,-0.5112820152892367,0.038866897322405,1
12455,-0.3811914969815296,-0.0184388745530184,0.5024479033142768,0.010529043624753,2,0,-0.1184870781430728,3.067452770563422,-1.7942732609287493,2
12456,-0.6422585109741688,0.2657411492694704,0.6217043687298964,-0.0565364607737029,2,0,0.3016122853402951,0.3271532776101927,-0.0353692748240051,0
12457,-0.4442076727728563,-0.2181329453471998,0.3557730325279955,0.0852802337705988,2,0,0.1096752942713932,1.682133910051878,-2.112559714128189,0
12458,-0.3991961186361943,-0.3947853925882064,-0.265198221153478,-0.0490613417591183,0,0,-0.1980070435621026,-0.2766217345593476,0.4235755073204351,0
12461,0.3479956800323935,-0.4101464749569896,-0.3445706725529112,-0.08517353643521,4,0,0.0516491598040296,-0.5112820152892367,0.038866897322405,1
12462,-0.8763185924848108,-0.2104524041628082,-0.190933653026884,-0.1147581623943405,2,0,-0.1176059260057954,0.4140311716102617,-1.478117352580148,0
12463,-0.5612377135281773,-0.064522121659368,-0.0607938854974994,-0.1192853471496523,1,0,-0.2981189883933499,-0.368752924512071,0.0786451381170409,0
12464,-0.94833707910347,-0.5023129691696887,-0.1813112514306158,0.1786665797697047,3,0,-0.4145905986651773,0.1369626404569931,0.0990305786216564,1
12465,-0.8853209033121432,-0.3256605219286821,-0.3172214930930142,-0.1197064806152627,3,0,-0.2543290462127391,0.0044463455534037,-0.8066325635118432,1
12468,0.6450719373343623,-0.3947853925882064,-0.3294101980954814,-0.0870686370304568,6,0,-0.2675249150972385,0.5533284087395685,1.7842189234242296,1
12472,-0.7502862409021573,1.8786547979917048,2.345958630512985,-0.0868580702976516,2,0,0.3085996081669953,1.870460089511513,-0.5715030743525239,2
12473,-0.5612377135281773,0.5652822554607425,0.6292153800478468,-0.1094939940742105,0,0,0.3070333873918312,2.716530215732592,2.979835903851556,0
12474,-0.8853209033121432,2.4623759280054656,2.6810515962765527,-0.1052826594181065,1,0,0.1829678326508398,1.7812598141226283,0.5720236408763144,2
12475,-0.5612377135281773,-0.402465933772598,-0.3235556639279678,-0.0779089841534306,0,0,0.097152155957476,-0.5112820152892367,0.038866897322405,0
12476,-0.903325524966808,1.0491563500774128,2.262051881958476,-0.0021049603435589,3,0,0.0821629336951643,2.4814579533206,0.912531515465089,2
12477,-0.8403093491754813,1.6328774800911738,5.882230774804836,0.1846677316546529,4,0,2.211240629103789,4.244790572855172,-0.2695294698364944,2
12478,-1.0113532548947963,-0.402465933772598,-0.3845684148510681,-0.1150740124935483,1,0,-0.0349564251101415,-0.5112820152892367,0.038866897322405,0
12479,-0.9393347682761376,-0.440868639694556,-0.4205609437407063,-0.1132841952647041,0,0,-0.1128896742868324,-0.5112820152892367,0.038866897322405,0
12480,-0.786295484211487,0.480796302432435,0.7723152270139318,-0.076750867123002,4,0,0.1528558531897921,0.5644671426535717,0.4044187617155929,1
12481,-0.8403093491754813,0.9339482323115388,1.8278570802275869,-0.0264254179825594,0,0,0.1483388204707949,1.1089236119089751,0.015216033672825,2
12483,-0.8853209033121432,-0.1490080746876755,0.2903792703950835,0.0165301955097012,1,0,-0.3272386116628419,-0.0217921910927268,0.0577231703884215,0
12484,-0.7232793084201602,1.9554602098356209,1.3004545343601848,-0.1576084925201986,4,0,0.4387458247282306,0.5865952659186978,-0.2999623661717693,2
12488,-0.9573393899308024,-0.2565356512691578,-0.0390965071807343,-0.0366379045236115,2,0,-0.1753233538718043,0.4183176240427157,-0.1916798452015875,0
12489,1.986416250606888,-0.5637572986448215,-0.5067323685187977,-0.0545360768120535,4,0,-0.299473371690623,-0.5112820152892367,0.038866897322405,1
